Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
425,All Japan Pro Wrestling,"Aizu-Wakamatsu, Fukushima, Japan",Aizu-Wakamatsu Renaissance Island,2017-10-02,AJPW Raising An Army Memorial Series 2017 - Tag 3,276,https://www.cagematch.net/?id=1&nr=184607
426,All Japan Pro Wrestling,"Sanjo, Niigata, Japan",Sanjo City Public Welfare Hall,2017-10-01,AJPW Raising An Army Memorial Series 2017 - Tag 2,595,https://www.cagematch.net/?id=1&nr=184606
427,All Japan Pro Wrestling,"Joetsu, Niigata, Japan",Joetsu Tourism Bussan Center,2017-11-29,AJPW Real World Tag League 2017 - Tag 6,303,https://www.cagematch.net/?id=1&nr=188123
428,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2017-11-28,AJPW Real World Tag League 2017 - Tag 5,320,https://www.cagematch.net/?id=1&nr=188122
429,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-11-26,AJPW GROWIN' UP Vol.9,380,https://www.cagematch.net/?id=1&nr=188120
430,All Japan Pro Wrestling,"Sendai, Myagi, Japan",Dream Messe Myagi West Building Hall,2017-11-23,AJPW Real World Tag League 2017 - Tag 4,463,https://www.cagematch.net/?id=1&nr=188119
431,All Japan Pro Wrestling,"Morioka, Iwate, Japan",Iwate Prefectural Gymnasium,2017-11-22,AJPW Real World Tag League 2017 - Tag 3,606,https://www.cagematch.net/?id=1&nr=187652
432,All Japan Pro Wrestling,"Aomori, Japan",Aomori Industrial Hall,2017-11-21,AJPW Real World Tag League 2017 - Tag 2,420,https://www.cagematch.net/?id=1&nr=187649
433,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Hokkaido Makomanai Sekisui Heim Ice Arena,2017-11-19,AJPW Real World Tag League 2017 - Tag 1,"2,130",https://www.cagematch.net/?id=1&nr=187639
434,All Japan Pro Wrestling,"Osaka, Japan",Azalea Taisho Hall,2017-11-11,AJPW Zeus Festival 2017,455,https://www.cagematch.net/?id=1&nr=187145
435,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-11-09,AJPW Starting Over 2017 - Tag 4,"1,241",https://www.cagematch.net/?id=1&nr=187143
436,All Japan Pro Wrestling,"Gifu, Japan",Juroku Plaza,2017-11-07,AJPW Starting Over 2017 - Tag 3,351,https://www.cagematch.net/?id=1&nr=186597
437,All Japan Pro Wrestling,"Ise, Mie, Japan",Mie Prefectural Sun Arena Sub Arena,2017-11-06,AJPW Starting Over 2017 - Tag 2,778,https://www.cagematch.net/?id=1&nr=186595
438,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2017-11-05,AJPW Starting Over 2017 - Tag 1,511,https://www.cagematch.net/?id=1&nr=186594
439,All Japan Pro Wrestling,"Nagakute, Aichi, Japan",Aichi Medical University,2017-11-04,AJPW Campus Series Vol. 1,Attendance not available.,https://www.cagematch.net/?id=1&nr=186590
440,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2017-11-03,AJPW Chiba Extra Dream #18,169,https://www.cagematch.net/?id=1&nr=186589
441,All Japan Pro Wrestling,"Saitama, Japan",Saitama City Memorial Gymnasium Sub Arena,2017-12-17,AJPW Fan Appreciation Day 2017,573,https://www.cagematch.net/?id=1&nr=189415
442,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-12-12,AJPW Real World Tag League 2017 - Tag 14,"1,660",https://www.cagematch.net/?id=1&nr=188850
443,All Japan Pro Wrestling,"Niigata, Japan",Niigata City Gymnasium,2017-12-09,AJPW Real World Tag League 2017 - Tag 13,"1,024",https://www.cagematch.net/?id=1&nr=188841
444,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya City Sports Center,2017-12-08,AJPW Real World Tag League 2017 - Tag 12,505,https://www.cagematch.net/?id=1&nr=188840
445,All Japan Pro Wrestling,"Takamatsu, Kagawa, Japan",Takamatsu Symbol Tower Exhibition Space,2017-12-07,AJPW Real World Tag League 2017 - Tag 11,212,https://www.cagematch.net/?id=1&nr=188554
446,All Japan Pro Wrestling,"Shunan, Yamaguchi, Japan",Shunan Nanyo Fureai Center,2017-12-05,AJPW Real World Tag League 2017 - Tag 10,571,https://www.cagematch.net/?id=1&nr=188553
447,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2017-12-04,AJPW Real World Tag League 2017 - Tag 9,580,https://www.cagematch.net/?id=1&nr=188551
448,All Japan Pro Wrestling,"Hiroshima, Japan",Hiroshima Marina Hop,2017-12-03,AJPW Real World Tag League 2017 - Tag 8,518,https://www.cagematch.net/?id=1&nr=188549
449,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2017-12-02,AJPW Real World Tag League 2017 - Tag 7,656,https://www.cagematch.net/?id=1&nr=188548
450,All Japan Pro Wrestling,"Hatoyama, Saitama, Japan",Hatoyama Town Central Community Center,2018-01-27,AJPW Charity Pro Wrestling! We are going to evolve Hatoyama Town,425,https://www.cagematch.net/?id=1&nr=192529
451,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-01-25,AJPW GROWIN' UP Vol.10,355,https://www.cagematch.net/?id=1&nr=192259
452,All Japan Pro Wrestling,"Kofu, Yamanashi, Japan",Aimesse Yamanashi,2018-01-14,AJPW New Year Wars 2018 - Tag 5,512,https://www.cagematch.net/?id=1&nr=191510
453,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2018-01-13,AJPW Chiba Extra Dream #19,141,https://www.cagematch.net/?id=1&nr=191508
454,All Japan Pro Wrestling,"Yaizu, Shizuoka, Japan",Yaizu Bunka Gymnasium,2018-01-11,AJPW New Year Wars 2018 - Tag 4,219,https://www.cagematch.net/?id=1&nr=191507
455,All Japan Pro Wrestling,"Osaka, Japan",Yodogawa Ward Citizen Center,2018-01-07,AJPW All Japan Suwama 13th Anniversary ,650,https://www.cagematch.net/?id=1&nr=190885
456,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2018-01-06,AJPW New Year Wars 2018 - Tag 3,476,https://www.cagematch.net/?id=1&nr=190884
457,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-01-03,AJPW New Year Wars 2018	- Tag 2,"1,438",https://www.cagematch.net/?id=1&nr=190428
458,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-01-02,AJPW New Year Wars 2018 - Tag 1,"1,522",https://www.cagematch.net/?id=1&nr=190244
459,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2018-02-25,AJPW Excite Series 2018 - Tag 9,845,https://www.cagematch.net/?id=1&nr=194252
460,All Japan Pro Wrestling,"Okayama, Japan",Okayama Mirai Hall ,2018-02-23,AJPW Excite Series 2018 - Tag 8,580,https://www.cagematch.net/?id=1&nr=194227
461,All Japan Pro Wrestling,"Fukuyama, Hiroshima, Japan",Fukuyama Big Rose ,2018-02-22,AJPW Excite Series 2018 - Tag 7,386,https://www.cagematch.net/?id=1&nr=194226
462,All Japan Pro Wrestling,"Miyazaki, Japan",Miyazaki City Northern Memorial Gymnasium ,2018-02-20,AJPW Excite Series 2018 - Tag 6,378,https://www.cagematch.net/?id=1&nr=193902
463,All Japan Pro Wrestling,"Oita, Japan",Horuto Hall Oita,2018-02-19,AJPW Excite Series 2018 - Tag 5,252,https://www.cagematch.net/?id=1&nr=193899
464,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2018-02-18,AJPW Excite Series 2018 - Tag 4: Kento Miyahara 10th Anniversary,618,https://www.cagematch.net/?id=1&nr=193897
465,All Japan Pro Wrestling,"Kumamoto, Japan",Kumamoto Circulation Information Hall,2018-02-17,AJPW Excite Series 2018 - Tag 3,485,https://www.cagematch.net/?id=1&nr=193697
466,All Japan Pro Wrestling,"Isesaki, Gunma, Japan",Isesaki City Gymnasium,2018-02-14,AJPW Excite Series 2018 - Tag 2,457,https://www.cagematch.net/?id=1&nr=193515
467,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-02-13,AJPW Excite Series 2018 - Tag 1,"1,003",https://www.cagematch.net/?id=1&nr=193287
468,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Bunka Gymnasium,2018-02-03,AJPW Yokohama Twilight Blues Special,"1,998",https://www.cagematch.net/?id=1&nr=192775
469,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-03-31,AJPW GROWIN' UP Vol.11,321,https://www.cagematch.net/?id=1&nr=196564
470,All Japan Pro Wrestling,"Saitama, Japan",Saitama Super Arena Community Arena,2018-03-25,AJPW Dream Power Series 2018 - Tag 5,"2,257",https://www.cagematch.net/?id=1&nr=196025
471,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2018-03-21,AJPW Dream Power Series 2018 - Tag 4,807,https://www.cagematch.net/?id=1&nr=195873
472,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-03-19,AJPW Dream Power Series 2018 - Tag 3,"1,235",https://www.cagematch.net/?id=1&nr=195832
473,All Japan Pro Wrestling,"Suwa, Nagano, Japan",Suwa City Shimizumachi Gymnasium,2018-03-18,AJPW Dream Power Series 2018 - Tag 2,601,https://www.cagematch.net/?id=1&nr=195615
474,All Japan Pro Wrestling,"Choshi, Chiba, Japan",Choshi City Gymnasium,2018-03-16,AJPW Dream Power Series 2018 - Tag 1,373,https://www.cagematch.net/?id=1&nr=195581
475,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2018-03-04,AJPW Chiba Extra Dream #20,179,https://www.cagematch.net/?id=1&nr=194806
476,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-04-30,AJPW Champion Carnival 2018 - Tag 15,"1,697",https://www.cagematch.net/?id=1&nr=197992
477,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-04-29,AJPW Champion Carnival 2018 - Tag 14,"1,605",https://www.cagematch.net/?id=1&nr=197979
478,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-04-25,AJPW Champion Carnival 2018 - Tag 13,"1,598",https://www.cagematch.net/?id=1&nr=197824
479,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2018-04-22,AJPW Champion Carnival 2018 - Tag 12,"1,003",https://www.cagematch.net/?id=1&nr=197823
480,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2018-04-21,AJPW Champion Carnival 2018 - Tag 11,865,https://www.cagematch.net/?id=1&nr=197705
481,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2018-04-20,AJPW Champion Carnival 2018 - Tag 10,512,https://www.cagematch.net/?id=1&nr=197704
482,All Japan Pro Wrestling,"Matsuyama, Ehime, Japan",Matsuyama City Community Center,2018-04-18,AJPW Champion Carnival 2018 - Tag 9,237,https://www.cagematch.net/?id=1&nr=197703
483,All Japan Pro Wrestling,"Kagoshima, Japan",Oro City Hall,2018-04-16,AJPW Champion Carnival 2018 - Tag 8,345,https://www.cagematch.net/?id=1&nr=197702
484,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2018-04-15,AJPW Champion Carnival 2018 - Tag 7,612,https://www.cagematch.net/?id=1&nr=197402
485,All Japan Pro Wrestling,"Hiroshima, Japan",Hiroshima Marina Hop,2018-04-14,AJPW Champion Carnival 2018 - Tag 6,508,https://www.cagematch.net/?id=1&nr=197400
486,All Japan Pro Wrestling,"Toyooka, Hyogo, Japan",Toyooka Citizen Gymnasium,2018-04-12,AJPW Champion Carnival 2018 - Tag 5,265,https://www.cagematch.net/?id=1&nr=197397
487,All Japan Pro Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Distribution Center,2018-04-11,AJPW Champion Carnival 2018 - Tag 4,415,https://www.cagematch.net/?id=1&nr=197394
488,All Japan Pro Wrestling,"Nagaoka, Niigata, Japan",Aore Nagaoka,2018-04-10,AJPW Champion Carnival 2018 - Tag 3,481,https://www.cagematch.net/?id=1&nr=197055
489,All Japan Pro Wrestling,"Akita, Japan",Akita Terrsa ,2018-04-08,AJPW Champion Carnival 2018 - Tag 2,390,https://www.cagematch.net/?id=1&nr=196956
490,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Sendai Sun Plaza,2018-04-07,AJPW Champion Carnival 2018 - Tag 1,"1,290",https://www.cagematch.net/?id=1&nr=196955
491,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-05-31,AJPW GROWIN' UP Vol.12,239,https://www.cagematch.net/?id=1&nr=199789
492,All Japan Pro Wrestling,"Ageo, Saitama, Japan",Ikos Ageo,2018-05-27,AJPW Super Power Series 2018 - Tag 9,303,https://www.cagematch.net/?id=1&nr=199385
493,All Japan Pro Wrestling,"Asahikawa, Hokkaido, Japan",Asahikawa Local Industrial Promotion Cente,2018-05-26,AJPW Super Power Series 2018 - Tag 8,321,https://www.cagematch.net/?id=1&nr=199384
494,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-05-24,AJPW Super Power Series 2018 - Tag 7,"1,680",https://www.cagematch.net/?id=1&nr=199173
495,All Japan Pro Wrestling,"Minamisoma, Fukushima, Japan",Minami Tohoku Sogo Oroshi Center,2018-05-21,AJPW Super Power Series 2018 - Tag 6,360,https://www.cagematch.net/?id=1&nr=199075
496,All Japan Pro Wrestling,"Hachinohe, Aomiri, Japan",Hachinohe Seagull View Hotel Gymnasium,2018-05-20,AJPW Super Power Series 2018 - Tag 5,335,https://www.cagematch.net/?id=1&nr=199057
497,All Japan Pro Wrestling,"Kitakami, Iwate, Japan",Sunrec Kitakami,2018-05-19,AJPW Super Power Series 2018 - Tag 4,382,https://www.cagematch.net/?id=1&nr=199056
498,All Japan Pro Wrestling,"Okinawa, Japan",Koza Music Town Sound Marke,2018-05-14,AJPW Super Power Series 2018 - Tag 3,457,https://www.cagematch.net/?id=1&nr=198679
499,All Japan Pro Wrestling,"Naha, Okinawa, Japan",Namura Hall,2018-05-13,AJPW Super Power Series 2018 - Tag 2,485,https://www.cagematch.net/?id=1&nr=198678
500,All Japan Pro Wrestling,"Naha, Okinawa, Japan",Namura Hall,2018-05-12,AJPW Super Power Series 2018 - Tag 1,480,https://www.cagematch.net/?id=1&nr=198677
501,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Hotel Emisia Sapporo,2018-06-30,AJPW Dynamite Series 2018 - Tag 11,482,https://www.cagematch.net/?id=1&nr=201619
502,All Japan Pro Wrestling,"Tomakomai, Hokkaido, Japan",Tomakomai City General Gymnasium,2018-06-28,AJPW Dynamite Series 2018 - Tag 10,530,https://www.cagematch.net/?id=1&nr=201618
503,All Japan Pro Wrestling,"Rumoi, Hokkaido, Japan",Rumoi Central Community Center Small Hall,2018-06-27,AJPW Dynamite Series 2018 - Tag 9,302,https://www.cagematch.net/?id=1&nr=201290
504,All Japan Pro Wrestling,"Asahikawa, Hokkaido, Japan",Asahikawa Local Industrial Promotion Center,2018-06-26,AJPW Dynamite Series 2018 - Tag 8,285,https://www.cagematch.net/?id=1&nr=201284
505,All Japan Pro Wrestling,"Monbetsu, Hokkaido, Japan",Monbetsu City Sports Center,2018-06-24,AJPW Dynamite Series 2018 - Tag 7,540,https://www.cagematch.net/?id=1&nr=201279
506,All Japan Pro Wrestling,"Bihiro, Hokaido, Japan",Bihoro Sports Center ,2018-06-23,AJPW Dynamite Series 2018 - Tag 6,624,https://www.cagematch.net/?id=1&nr=201277
507,All Japan Pro Wrestling,"Urakawa, Hokkaido, Japan",Urakawa Town Workers Sports Center ,2018-06-21,AJPW Dynamite Series 2018 - Tag 5,322,https://www.cagematch.net/?id=1&nr=200910
508,All Japan Pro Wrestling,"Kushiro, Hokkaido, Japan",Kushiro Seiundai Gymnasium,2018-06-20,AJPW Dynamite Series 2018 - Tag 4,480,https://www.cagematch.net/?id=1&nr=200909
509,All Japan Pro Wrestling,"Obihiro, Hokaido, Japan",Obihiro City General Gymnasium ,2018-06-19,AJPW Dynamite Series 2018 - Tag 3,513,https://www.cagematch.net/?id=1&nr=200908
510,All Japan Pro Wrestling,"Hakodate, Hokkaido, Japan",Hakodate Arena Sub Arena ,2018-06-17,AJPW Dynamite Series 2018 - Tag 2,545,https://www.cagematch.net/?id=1&nr=200907
511,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-06-12,AJPW Dynamite Series 2018 - Tag 1,"1,053",https://www.cagematch.net/?id=1&nr=200280
512,All Japan Pro Wrestling,"Tokyo, Japan",Differ Ariake,2018-06-05,AJPW Last Differ Ariake Box Office,886,https://www.cagematch.net/?id=1&nr=200082
513,All Japan Pro Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2018-06-03,AJPW Super Power Series 2018 - Tag 11,882,https://www.cagematch.net/?id=1&nr=199791
514,All Japan Pro Wrestling,"Kadoma, Osaka, Japan",Kadoma City General Gymnasium,2018-06-02,AJPW Super Power Series 2018 - Tag 10,612,https://www.cagematch.net/?id=1&nr=199790
515,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka,2018-07-29,AJPW Summer Action Series 2018 - Tag 11,"2,458",https://www.cagematch.net/?id=1&nr=203866
516,All Japan Pro Wrestling,"Matsue, Shimane, Japan",Kunibiki Messe Multi-Purpose Hall,2018-07-27,AJPW Summer Action Series 2018 - Tag 10,347,https://www.cagematch.net/?id=1&nr=203855
517,All Japan Pro Wrestling,"Hamada, Shimane, Japan",Hamada-shi Kanjo General Gymnasium,2018-07-26,AJPW Summer Action Series 2018 - Tag 9,284,https://www.cagematch.net/?id=1&nr=203854
518,All Japan Pro Wrestling,"Saga, Japan",Le Creative Saga East Court Hotel 4th Ballroom,2018-07-25,AJPW Summer Action Series 2018 - Tag 8,545,https://www.cagematch.net/?id=1&nr=203582
519,All Japan Pro Wrestling,"Sasebo, Nagasaki, Japan",Sasebo City Gymnasium,2018-07-24,AJPW Summer Action Series 2018 - Tag 7,315,https://www.cagematch.net/?id=1&nr=203396
520,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2018-07-22,AJPW Summer Action Series 2018 - Tag 6,568,https://www.cagematch.net/?id=1&nr=203133
521,All Japan Pro Wrestling,"Wake, Okayama, Japan",Wake-cho Gymnasium,2018-07-21,AJPW Summer Action Series 2018 - Tag 5: Wamojiyaki Matsuri Just Before Event,476,https://www.cagematch.net/?id=1&nr=203132
522,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2018-07-20,AJPW Summer Action Series 2018 - Tag 4,927,https://www.cagematch.net/?id=1&nr=203131
523,All Japan Pro Wrestling,"Nasu, Tochigi, Japan",Hotel Epinard Nasu,2018-07-19,AJPW Summer Action Series 2018 - Tag 3,477,https://www.cagematch.net/?id=1&nr=202885
524,All Japan Pro Wrestling,"Ueda, Nagano, Japan",Ueda Creation Hall,2018-07-16,AJPW Summer Action Series 2018 - Tag 2,320,https://www.cagematch.net/?id=1&nr=202738
525,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-07-15,AJPW Summer Action Series 2018 - Tag 1,"1,404",https://www.cagematch.net/?id=1&nr=202737
526,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-07-05,AJPW GROWIN' UP Vol.13,289,https://www.cagematch.net/?id=1&nr=202223
527,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Hotel Emisia Sapporo,2018-07-01,AJPW Dynamite Series 2018 - Tag 12,535,https://www.cagematch.net/?id=1&nr=201623
528,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-08-29,AJPW GROWIN' UP Vol.15,220,https://www.cagematch.net/?id=1&nr=207468
529,All Japan Pro Wrestling,"Nagareyama, Chiba, Japan",Nagareyama Kikkoman Arena,2018-08-26,AJPW Summer Explosion Series 2018 - Tag 9,"1,310",https://www.cagematch.net/?id=1&nr=206882
530,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Dream Messe Miyagi West Building Hall,2018-08-25,AJPW Summer Explosion Series 2018 - Tag 8,370,https://www.cagematch.net/?id=1&nr=206881
531,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Dream Messe Miyagi West Building Hall,2018-08-24,AJPW Summer Explosion Series 2018 - Tag 7,287,https://www.cagematch.net/?id=1&nr=206879
532,All Japan Pro Wrestling,"Osaka, Japan",Osaka City Miyakojima Citizen Center,2018-08-21,AJPW Summer Explosion Series 2018 - Tag 6,235,https://www.cagematch.net/?id=1&nr=206305
533,All Japan Pro Wrestling,"Gifu, Japan",Juroku Plaza,2018-08-20,AJPW Summer Explosion Series 2018 - Tag 5,342,https://www.cagematch.net/?id=1&nr=206304
534,All Japan Pro Wrestling,"Okazaki, Aichi, Japan",Okazaki-shi Ryumaoka Kaikan,2018-08-19,AJPW Summer Explosion Series 2018 - Tag 4,582,https://www.cagematch.net/?id=1&nr=206153
535,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-08-18,AJPW Summer Explosion Series 2018 - Tag 3,"1,309",https://www.cagematch.net/?id=1&nr=206152
536,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-08-09,AJPW GROWIN' UP Vol.14,326,https://www.cagematch.net/?id=1&nr=205395
537,All Japan Pro Wrestling,"Kanazawa, Ishikawa, Japan",Ishikawa Industrial Exhibition Hall #3,2018-08-05,AJPW Summer Explosion Series 2018 - Tag 2,"1,719",https://www.cagematch.net/?id=1&nr=204681
538,All Japan Pro Wrestling,"Joetsu, Niigata, Japan",Joetsu Tourist Information Center,2018-08-04,AJPW Summer Explosion Series 2018 - Tag 1,323,https://www.cagematch.net/?id=1&nr=204678
539,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2018-08-03,AJPW Yokohama Twilight Blues Vol. 8,360,https://www.cagematch.net/?id=1&nr=204675
540,All Japan Pro Wrestling,"Kumagaya, Saitama, Japan",Hotel Garden Palace ,2018-09-30,AJPW All Japan Wrestling Charity Kumagaya Tournament ~ Atsui! Kumagai vol.1 ~,427,https://www.cagematch.net/?id=1&nr=210558
541,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2018-09-24,AJPW Royal Road Tournament 2018 - Tag 6,715,https://www.cagematch.net/?id=1&nr=209874
542,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2018-09-22,AJPW Royal Road Tournament 2018 - Tag 5,495,https://www.cagematch.net/?id=1&nr=209673
543,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Marina Hop,2018-09-21,AJPW Royal Road Tournament 2018 - Tag 4,351,https://www.cagematch.net/?id=1&nr=209671
544,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-09-17,AJPW Royal Road Tournament 2018 - Tag 3,"1,419",https://www.cagematch.net/?id=1&nr=209150
545,All Japan Pro Wrestling,"Nagano, Japan",Nagano Arcs,2018-09-16,AJPW Royal Road Tournament 2018 - Tag 2,338,https://www.cagematch.net/?id=1&nr=209064
546,All Japan Pro Wrestling,"Sanjo, Niigata, Japan",Sanjo City Health Welfare Center,2018-09-15,AJPW Royal Road Tournament 2018 - Tag 1,640,https://www.cagematch.net/?id=1&nr=208954
547,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-09-12,AJPW Road To 6th Oudou Tournament - Tag 3,269,https://www.cagematch.net/?id=1&nr=208534
548,All Japan Pro Wrestling,"Murayama, Yamagata, Japan",Murayama Shoyo Plaza,2018-09-09,AJPW Road To 6th Oudou Tournament - Tag 2,260,https://www.cagematch.net/?id=1&nr=208341
549,All Japan Pro Wrestling,"Kurihara, Miyagi, Japan",Kurihara Tsukidate B&G Marine Center Gymnasium ,2018-09-08,AJPW Road To 6th Oudou Tournament - Tag 1,202,https://www.cagematch.net/?id=1&nr=208273
550,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Bunka Gymnasium,2018-10-21,AJPW Raising An Army Memorial Series 2018 - Tag 11,"1,999",https://www.cagematch.net/?id=1&nr=212534
551,All Japan Pro Wrestling,"Morioka, Iwate, Japan",Morioka Gymnasium,2018-10-19,AJPW Raising an Army Memorial Series 2018 - Tag 10,272,https://www.cagematch.net/?id=1&nr=212453
552,All Japan Pro Wrestling,"Mutusu, Aomori, Japan",Mutsu Grand Hotel,2018-10-18,AJPW Raising An Army Memorial Series 2018 - Tag 9,668,https://www.cagematch.net/?id=1&nr=212452
553,All Japan Pro Wrestling,"Hirosaki, Aomori, Japan",Aomori Prefectural Budokan,2018-10-17,AJPW Raising An Army Memorial Series 2018 - Tag 8,253,https://www.cagematch.net/?id=1&nr=212238
554,All Japan Pro Wrestling,"Yokote, Akita, Japan",Yokote Gymnasium (Middle Sports Room),2018-10-16,AJPW Raising An Army Memorial Series 2018 - Tag 7,240,https://www.cagematch.net/?id=1&nr=212148
555,All Japan Pro Wrestling,"Matsumoto, Nagano, Japan",Kissei Bunka Hall ,2018-10-14,AJPW Raising An Army Memorial Series 2018 - Tag 6,430,https://www.cagematch.net/?id=1&nr=212068
556,All Japan Pro Wrestling,"Hasuda, Saitama, Japan",Hasuda General Citizen Gymnasium ,2018-10-13,AJPW Raising An Army Memorial Series 2018 - Tag 5,316,https://www.cagematch.net/?id=1&nr=212067
557,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2018-10-10,AJPW Raising An Army Memorial Series 2018 - Tag 4,"1,090",https://www.cagematch.net/?id=1&nr=211414
558,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall Event Hall,2018-10-08,AJPW Raising An Army Memorial Series 2018 - Tag 3,708,https://www.cagematch.net/?id=1&nr=211301
559,All Japan Pro Wrestling,"Shiga, Japan",Higashi Omi-shi Gosho Gymnasium,2018-10-07,AJPW Raising An Army Memorial Series 2018 - Tag 2,264,https://www.cagematch.net/?id=1&nr=211300
560,All Japan Pro Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2018-10-06,AJPW Raising An Army Memorial Series 2018 - Tag 1,366,https://www.cagematch.net/?id=1&nr=211299
561,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2018-10-03,AJPW GROWIN' UP Vol.16,253,https://www.cagematch.net/?id=1&nr=210844
562,All Japan Pro Wrestling,"Kakogawa, Hyogo, Japan",Kakogawa City Gymnasium Sub Arena ,2018-11-30,AJPW Real World Tag League 2018 - Tag 11,415,https://www.cagematch.net/?id=1&nr=216949
563,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2018-11-29,AJPW Real World Tag League 2018 - Tag 10,782,https://www.cagematch.net/?id=1&nr=216655
564,All Japan Pro Wrestling,"Shirakawa, Fukushima, Japan",Shirakawa City General Gymnasium,2018-11-27,AJPW Real World Tag League 2018 - Tag 9,335,https://www.cagematch.net/?id=1&nr=216476
565,All Japan Pro Wrestling,"Niigata, Japan",Niigata City Industrial Promotion Center,2018-11-26,AJPW Real World Tag League 2018 - Tag 8,780,https://www.cagematch.net/?id=1&nr=216406
566,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama City Hiranuma Memorial Gymnasium ,2018-11-25,AJPW Real World Tag League 2018 - Tag 7,925,https://www.cagematch.net/?id=1&nr=216404
567,All Japan Pro Wrestling,"Tokyo, Japan",Shin Kiba 1st Ring,2018-11-23,AJPW Real World Tag League 2018 - Tag 6,360,https://www.cagematch.net/?id=1&nr=216170
